Time,A_Temp,A_AccX,A_AccY,A_AccZ,A_GyroX,A_GyroY,A_GyroZ,A_AccAngX,A_AccAngY,A_AngleX,A_AngleY,A_AngleZ;B_Temp,B_AccX,B_AccY,B_AccZ,B_GyroX,B_GyroY,B_GyroZ,B_AccAngX,B_AccAngY,B_AngleX,B_AngleY,B_AngleZ
Uptime 00:01:02, 24.18,  0.04,  0.32,  0.99,-23.46,  5.62, 49.05, 17.89,  1.94,  5.50,-53.18,2886.94; 31.19, -0.38, -0.39,  1.21, 39.32, 50.75,  0.18,-17.00,-16.72,-16.74, 80.32,142.03
Uptime 00:01:02, 24.04, -0.32, -0.05,  1.13, 34.81,-21.71, 77.16, -2.66,-15.93,  9.64,-54.47,2896.66; 31.28,  0.53, -0.28,  1.31,-55.32, 36.35,180.44,-11.06, 21.56,-23.46, 82.77,164.77
Uptime 00:01:02, 24.13,  0.36, -0.01,  0.87,-16.32, -2.52, 78.76, -0.61, 22.20,  7.40,-54.14,2906.67; 31.19, -0.18, -0.37,  1.32,  7.19,-15.41, 54.14,-15.37, -7.36,-22.41, 79.34,171.64
Uptime 00:01:02, 24.13, -0.08,  0.15,  1.16, 35.10,-41.97, 51.63,  7.53, -3.79, 11.84,-58.29,2913.33; 31.19, -0.51, -0.41,  1.43,-18.45, 21.08,-108.12,-15.08,-18.84,-24.59, 80.80,157.69
Uptime 00:01:02, 24.22, -0.19,  0.28,  0.99,-24.12,-33.88, 67.83, 15.46,-10.18,  8.93,-61.10,2921.87; 31.28, -0.20, -0.52,  1.28, 36.05, 28.43, 32.72,-21.93, -8.09,-20.09, 82.85,161.82
Uptime 00:01:03, 24.27,  0.20, -0.02,  1.20,  4.98, 10.35, 37.65, -0.79,  9.38,  9.35,-58.79,2926.62; 31.28, -0.03, -0.15,  1.25,-44.13, 66.88,153.85, -6.96, -1.14,-25.27, 89.48,181.20
Uptime 00:01:03, 24.13,  0.35,  0.03,  0.77, 10.23, -9.51,106.30,  2.24, 24.23, 10.50,-59.29,2940.22; 31.28,  0.18, -0.40,  1.05, 38.89,  4.21,  4.63,-20.62,  9.09,-20.30, 88.04,181.79
Uptime 00:01:03, 24.22, -0.08,  0.19,  1.20,-11.05,-23.04, 47.08,  9.12, -3.82,  9.10,-60.87,2946.16; 31.19, -0.26, -0.12,  1.32,-34.87,-38.05,-86.58, -4.97,-10.89,-24.30, 81.79,170.88
Uptime 00:01:03, 24.22, -0.05,  0.24,  0.98,-24.18,-12.44, 61.51, 13.71, -2.89,  6.16,-61.16,2954.03; 31.28, -0.19, -0.49,  1.06, 48.40, 38.04, 33.43,-24.49, -9.10,-18.23, 85.11,175.16
Uptime 00:01:03, 24.18,  0.07,  0.09,  1.11, 15.83,-24.56, 36.11,  4.76,  3.58,  8.09,-63.04,2958.58; 31.19, -0.03, -0.23,  1.40,-32.62, 34.68,158.47, -9.44, -1.08,-22.09, 87.71,195.13
Uptime 00:01:03, 24.22,  0.42,  0.14,  0.73,-26.43,-11.81, 71.78,  9.50, 29.24,  4.85,-63.82,2967.62; 31.24,  0.28, -0.35,  1.01, 29.13,  1.98, 12.03,-18.32, 14.60,-18.41, 85.91,196.65
Uptime 00:01:03, 24.27, -0.08,  0.19,  1.22, -1.16, -3.59, 37.20,  8.68, -3.92,  4.79,-62.92,2972.39; 31.19, -0.05, -0.37,  1.43,-19.89,-42.83,-109.88,-14.44, -1.94,-20.83, 78.86,182.58
Uptime 00:01:03, 24.27, -0.03,  0.42,  0.93,-49.54,-19.26, 27.42, 24.29, -1.67, -0.94,-64.00,2975.84; 31.24, -0.21, -0.54,  0.87, 59.22, 17.57, 20.12,-31.45,-11.57,-13.73, 79.69,185.12
Uptime 00:01:04, 24.13,  0.42, -0.10,  1.29,  3.91,-43.83, 15.17, -4.30, 18.06, -0.53,-68.50,2977.75; 31.24,  0.09, -0.68,  1.49,-31.66, 51.16, 91.72,-24.59,  3.16,-17.86, 84.35,196.67
Uptime 00:01:04, 24.18,  0.34,  0.10,  0.59,-38.69, 32.55,117.45,  8.44, 29.71, -5.20,-63.64,2992.79; 31.24,  0.26, -0.36,  0.63, 28.52,  2.90,-49.92,-27.78, 19.75,-14.48, 82.63,190.28
Uptime 00:01:04, 24.22, -0.14, -0.07,  1.27, 21.80,  3.06,-30.81, -3.19, -6.12, -2.47,-61.87,2988.90; 31.28,  0.22, -0.67,  1.50,-37.05,-26.58,-100.98,-23.95,  7.57,-19.24, 77.54,177.56
Uptime 00:01:04, 24.18, -0.03,  0.28,  0.61,-38.90,  8.09,-13.57, 24.80, -2.94, -6.72,-59.57,2987.19; 31.24,  0.10, -0.19,  0.76, 45.13, 55.02, 24.55,-13.71,  6.95,-13.56, 82.64,180.65
Uptime 00:01:04, 24.13,  0.54,  0.09,  1.41, 14.08,-29.36, -2.81,  3.36, 20.73, -4.76,-62.48,2986.83; 31.24,  0.08, -1.02,  1.55, -3.05,-23.16, 73.24,-33.50,  2.32,-14.34, 78.04,190.03
Uptime 00:01:04, 24.27,  0.20,  0.07,  0.32, 39.42, 50.52,135.63, 10.68, 31.62,  0.42,-55.62,3003.92; 31.24,  0.07, -0.08,  1.06, -7.57,-17.04,-47.91, -4.38,  3.97,-15.07, 74.30,183.99
Uptime 00:01:04, 24.13, -0.13, -0.05,  1.40, 12.20,-31.02, 41.19, -2.03, -5.21,  1.90,-58.30,3009.20; 31.24, -0.11, -0.92,  1.42,-10.67, 30.14,-62.76,-33.00, -3.61,-16.77, 76.66,175.96
Uptime 00:01:04, 24.18, -0.03,  0.15,  0.40,-12.29, -4.52,-26.00, 20.04, -3.66,  0.75,-57.61,3005.92; 31.24, -0.45, -0.12,  1.24,-28.90, 32.41, 77.22, -5.01,-19.79,-20.10, 79.53,185.69
Uptime 00:01:05, 24.18,  0.68, -0.11,  1.17,-30.32,-42.88, 15.39, -4.49, 29.92, -3.10,-62.36,3007.86; 31.24,  0.18, -0.89,  1.37, 46.31,-13.93, 44.00,-32.75,  6.31,-14.64, 76.09,191.23
Uptime 00:01:05, 24.32,  0.34,  0.15,  0.40, 41.54, 54.37, 94.41, 15.92, 38.51,  2.49,-55.06,3019.94; 31.19,  0.12, -0.31,  1.17,-49.32,  1.59,-74.28,-14.80,  5.74,-20.83, 74.65,181.72
Uptime 00:01:05, 24.18, -0.09, -0.16,  1.15,-12.58, -4.27, 35.80, -8.11, -4.25,  0.72,-54.40,3024.45; 31.28,  0.02, -1.02,  1.32, -1.89, 28.53,-123.89,-37.74,  0.53,-21.40, 76.67,166.11
Uptime 00:01:05, 24.32, -0.10,  0.30,  0.85,-11.46, 34.40, 23.74, 19.24, -6.13, -0.32,-48.94,3027.45; 31.24, -0.03, -0.07,  0.92, 44.87, 16.59, 16.43, -4.14, -1.61,-15.51, 77.22,168.18
Uptime 00:01:05, 24.18,  0.39,  0.06,  1.23,  5.88,-80.41, 39.53,  2.66, 17.70,  0.48,-58.48,3032.54; 31.28, -0.22, -0.73,  1.46,-25.07, 24.36,104.99,-26.31, -7.73,-18.90, 78.91,181.73
Uptime 00:01:05, 24.22,  0.30,  0.21,  0.75, 16.35, 17.36,113.59, 14.57, 21.44,  2.78,-55.60,3046.86; 31.28,  0.25, -0.41,  0.85, 37.73,-15.10,  2.56,-24.91, 15.11,-14.36, 75.16,182.05
Uptime 00:01:05, 24.27, -0.14,  0.17,  1.34,  5.31, -3.72, 31.86,  7.02, -5.81,  3.52,-54.83,3050.87; 31.19,  0.11, -0.65,  1.40,-22.15, -9.38,-56.52,-24.70,  4.22,-17.30, 72.42,174.93
Uptime 00:01:05, 24.32, -0.09,  0.47,  0.91,-44.01,-16.46, 23.66, 27.20, -4.99, -1.57,-55.71,3053.92; 31.28, -0.13, -0.40,  0.94, 60.26, 14.76, 31.63,-23.15, -7.40, -9.80, 72.99,179.01
Uptime 00:01:06, 24.22,  0.27,  0.01,  1.19, 22.78,-59.95, 40.14,  0.63, 12.89,  1.29,-62.26,3058.98; 31.19, -0.29, -0.58,  1.37,-27.54, 25.13,118.50,-22.45,-10.93,-13.45, 74.85,193.94
Uptime 00:01:06, 24.18,  0.37,  0.22,  0.72,-13.33,  7.90,104.69, 15.03, 26.46, -0.08,-60.57,3072.17; 31.19,  0.30, -0.34,  0.70, 47.18, 10.33,  4.99,-24.49, 21.11, -7.85, 74.20,194.57
Uptime 00:01:06, 24.32, -0.17,  0.04,  1.35,  1.61,-11.57, 11.46,  1.54, -7.03,  0.15,-60.67,3073.64; 31.28,  0.12, -0.75,  1.34, -9.71,-35.03,-65.11,-29.25,  4.30, -9.49, 68.24,186.24
Uptime 00:01:06, 24.27,  0.04,  0.45,  0.82,-34.98, -6.15, 15.95, 29.06,  2.71, -3.59,-60.27,3075.65; 31.38, -0.07, -0.35,  0.79, 45.90, 55.81, 35.60,-24.00, -4.92, -4.12, 73.87,190.72
Uptime 00:01:06, 24.22,  0.45,  0.06,  1.19, 31.38,-29.08, 33.82,  2.53, 20.71,  0.47,-63.13,3079.98; 31.38,  0.06, -0.90,  1.53,  8.14, 42.20, 86.18,-30.31,  1.90, -3.62, 77.64,201.75
Uptime 00:01:06, 24.27,  0.33,  0.26,  0.46, -1.80, 50.19,143.59, 24.88, 31.74,  0.74,-56.30,3098.07; 31.19, -0.04, -0.37,  0.59, 40.90, -7.85,-38.24,-31.92, -3.33,  0.86, 75.19,196.93
Uptime 00:01:06, 24.32, -0.04, -0.11,  1.41, 27.82,-38.94, 24.21, -4.40, -1.45,  4.07,-59.95,3101.12; 31.28,  0.23, -0.79,  1.51,-20.64, 38.94,-52.53,-27.43,  7.71, -2.25, 78.34,190.32
Uptime 00:01:06, 24.18, -0.05,  0.23,  0.33,-20.36, 11.16,-27.36, 34.63, -7.61,  2.13,-57.20,3097.62; 31.28, -0.27, -0.02,  1.04, -1.58, 50.36, 49.71, -1.14,-14.67, -2.43, 83.38,196.68
Uptime 00:01:07, 24.36,  0.65,  0.07,  1.29,  2.08,-24.75, 13.82,  2.88, 26.52,  2.40,-59.65,3099.36; 31.24,  0.26, -0.62,  1.55,  8.54,  7.83, 81.72,-21.49,  8.95, -1.75, 82.50,206.98
Uptime 00:01:07, 24.36,  0.06,  0.13,  0.54, 64.81, 33.13,103.04, 13.73,  5.92, 10.63,-54.48,3112.34; 31.28,  0.52, -0.25,  1.05,-34.18, 18.90,-86.44,-11.91, 25.45, -6.18, 82.68,196.08
Uptime 00:01:07, 24.27,  0.02,  0.46,  1.17,-45.68,-28.79, 63.65, 21.22,  0.82,  4.84,-57.19,3120.87; 31.24, -0.19, -0.26,  1.48, 16.98, 43.22,-12.78,-10.03, -7.32, -4.02, 86.85,194.37
Uptime 00:01:07, 24.32,  0.25,  0.05,  0.92, -3.57,-26.35, -0.89,  3.24, 15.25,  4.37,-59.60,3120.76; 31.33,  0.21, -0.19,  1.43,-36.65,-19.86,141.53, -7.61,  8.26, -8.62, 82.49,212.20
Uptime 00:01:07, 24.46,  0.66,  0.28,  0.97,-43.11, -6.90, 88.20, 13.41, 33.27, -0.77,-59.93,3131.87; 31.33,  0.68, -0.61,  0.80, 31.09,  7.01,-43.04,-30.11, 34.06, -5.21, 81.02,206.78
Uptime 00:01:07, 24.32, -0.57, -0.11,  1.21,  2.57, 18.43, 14.26, -4.50,-25.20, -0.53,-55.91,3133.70; 31.33, -0.02, -0.84,  1.58,-32.21,-39.74,-87.05,-28.07, -0.66, -9.71, 74.43,195.64
Uptime 00:01:07, 24.27, -0.26,  0.08,  0.12,-59.14,-22.20, 21.08, 15.79,-60.95, -7.50,-56.32,3136.35; 31.24, -0.16, -0.25,  0.67, 67.12, 34.90, 36.18,-19.68,-12.81, -1.62, 77.51,200.20
Uptime 00:01:07, 24.41,  0.84,  0.20,  1.36, 39.99,-27.10,  1.05,  7.29, 31.46, -2.19,-59.22,3136.49; 31.33, -0.03, -0.43,  1.69,  2.75, -5.68, 68.18,-14.26, -0.96, -1.53, 75.27,208.92
Uptime 00:01:08, 24.36, -0.07,  0.05,  0.62, 48.22,  4.92, 80.93,  4.32, -6.35,  3.89,-57.30,3146.68; 31.24,  0.35, -0.23,  1.09,-37.83, 19.59,-126.35,-11.36, 17.59, -6.40, 75.83,193.00
Uptime 00:01:08, 24.32, -0.02,  0.33,  1.05,-42.07,  2.77, 64.50, 17.68, -0.81, -1.03,-55.80,3154.81; 31.33,  0.07, -0.60,  1.36, 30.58, 61.49, 40.69,-23.82,  2.57, -2.97, 81.85,198.13
Uptime 00:01:08, 24.32,  0.19, -0.05,  1.20, 29.35,-46.78, 59.14, -2.46,  9.16,  2.62,-60.73,3162.38; 31.33,  0.09, -0.28,  1.47,-82.47, 13.04,132.93,-10.81,  3.48,-13.47, 81.78,215.15
Uptime 00:01:08, 24.36,  0.76,  0.06,  0.78,-51.19,-55.59, 40.18,  3.31, 44.17, -3.68,-67.26,3167.44; 31.19,  0.34, -0.81,  0.88, 44.84,-15.33, 58.05,-40.74, 15.72, -8.48, 77.94,222.46
Uptime 00:01:08, 24.22,  0.26,  0.17,  1.37,-33.07, 39.88, 38.52,  6.89, 10.73, -7.55,-61.21,3172.30; 31.24,  0.06, -0.05,  1.45,-24.88,-68.74,-133.80, -1.93,  2.32,-11.42, 67.84,205.60
Uptime 00:01:08, 24.27,  0.16,  0.20,  0.84,-34.44, -3.45, -3.44, 12.93, 10.53,-11.46,-60.63,3171.86; 31.19, -0.04, -0.43,  0.94, 65.27, 38.33,-52.89,-24.53, -2.26, -3.50, 71.34,198.83
Uptime 00:01:08, 24.32,  0.27,  0.01,  1.21,-12.46,-25.33, 36.90,  0.31, 12.70,-12.77,-62.80,3176.51; 31.28, -0.00, -0.35,  1.28,-46.73,-14.72, 52.72,-15.14, -0.01, -9.50, 68.10,205.47
Uptime 00:01:08, 24.27,  0.65, -0.03,  0.84, 17.24, 25.96, 38.38, -1.65, 37.61,-10.42,-59.09,3181.34; 31.28,  0.13, -0.32,  1.19, 18.09, 20.15,-11.44,-14.94,  5.86, -7.37, 69.11,204.03
Uptime 00:01:09, 24.41, -0.02,  0.16,  1.24,-10.58,-12.70, 63.14,  7.38, -0.93,-11.39,-59.48,3189.43; 31.28, -0.10, -0.12,  1.29,-25.36,-18.80,-162.50, -5.27, -4.63,-10.51, 65.46,183.23
Uptime 00:01:09, 24.27,  0.12,  0.09,  1.09,  2.06,  0.43, 27.78,  4.43,  6.00,-10.82,-58.36,3192.93; 31.28, -0.11, -0.42,  1.27, 13.62, 52.12,  1.98,-18.28, -4.74, -8.99, 70.68,183.48
Uptime 00:01:09, 24.32, -0.06,  0.04,  1.11,  8.51,-29.95, 13.11,  1.88, -3.22, -9.50,-60.88,3194.60; 31.28,  0.24, -0.24,  1.33,-39.19, -6.75,140.93,-10.11, 10.01,-13.92, 68.22,201.52
Uptime 00:01:09, 24.41,  0.66,  0.01,  0.89, -5.57,-16.55, 45.78,  0.28, 36.70, -9.99,-62.44,3200.37; 31.38, -0.02, -0.42,  1.31, 26.42, -4.93, 19.80,-17.82, -0.97,-10.74, 66.27,204.02
Uptime 00:01:09, 24.41, -0.09,  0.09,  1.09, 44.29,  2.20, 60.01,  4.89, -4.76, -4.22,-60.83,3207.94; 31.38, -0.15, -0.44,  1.37,-23.13, 26.88,-183.56,-17.63, -5.84,-13.73, 68.38,180.89
Uptime 00:01:09, 24.41, -0.00,  0.33,  1.04,-23.17,-28.10, 45.94, 17.60, -0.26, -6.69,-63.13,3213.82; 31.19, -0.06, -0.55,  1.33, 22.48, 38.01,  1.13,-22.50, -2.52,-11.09, 71.83,181.03
Uptime 00:01:09, 24.36,  0.18,  0.08,  1.03, 46.78,-36.90, 31.56,  4.18, 10.17, -0.70,-66.63,3217.79; 31.28,  0.46, -0.29,  1.42,-49.31,-33.06,155.14,-11.09, 17.67,-17.18, 65.96,200.58
Uptime 00:01:09, 24.32,  0.54,  0.24,  0.78,-49.46, -0.15, 76.06, 14.38, 33.51, -6.50,-65.98,3227.38; 31.38,  0.25, -0.34,  1.20, 38.63, -4.52,  5.27,-15.61, 11.24,-12.38, 63.85,201.24
Uptime 00:01:10, 24.36, -0.11, -0.11,  1.36, 76.26, -7.11, 27.98, -4.79, -4.52,  3.10,-65.47,3230.96; 31.38, -0.40, -0.76,  1.48,-42.12, -5.01,-139.97,-26.55,-13.49,-17.94, 62.22,183.33
Uptime 00:01:10, 24.32,  0.04,  0.32,  0.97,-41.95,-41.59, 71.02, 18.33,  2.45, -1.82,-69.38,3239.98; 31.28, -0.20, -0.62,  0.95, 42.25, 57.36, 25.11,-32.37, -9.98,-13.02, 68.26,186.49
Uptime 00:01:10, 24.46,  0.38, -0.14,  1.02,-23.80,-46.65, 35.49, -7.14, 20.14, -4.84,-74.11,3244.41; 31.33, -0.02, -0.45,  1.30,-42.76, 30.47,129.33,-18.97, -0.64,-18.41, 70.67,202.79
Uptime 00:01:10, 24.46,  0.53,  0.12,  0.81,-10.36, 22.74, 70.18,  7.06, 32.91, -5.90,-70.44,3253.40; 31.24,  0.06, -0.34,  1.24, 34.42, -6.72, 26.70,-15.43,  2.74,-14.04, 68.35,206.21
Uptime 00:01:10, 24.46,  0.23,  0.09,  0.84, 21.99, 43.24,110.04,  5.69, 15.31, -2.94,-63.95,3267.37; 31.38, -0.04, -0.11,  1.07,-80.59, 39.88,-67.33, -5.95, -1.88,-23.91, 71.99,197.65
Uptime 00:01:10, 24.41,  0.04,  0.01,  1.01, 21.94,-47.94, 86.67,  0.63,  2.54, -0.15,-68.64,3278.29; 31.33, -0.01, -0.33,  1.18, 24.97,  5.49,-57.34,-15.43, -0.61,-20.65, 71.24,190.43
Uptime 00:01:10, 24.41,  0.14,  0.25,  0.78, -7.54, 44.41, 40.40, 17.23,  9.50, -0.75,-61.89,3283.46; 31.33,  0.07,  0.09,  1.23, 53.76, 34.04, 33.45,  4.18,  3.20,-13.41, 74.02,194.71
Uptime 00:01:11, 24.36,  0.40, -0.10,  1.01,-23.17,-45.13, 73.01, -5.18, 21.67, -3.70,-66.66,3292.66; 31.33,  0.14, -0.66,  1.14,-13.11,-16.09,104.03,-29.89,  5.98,-15.36, 70.43,207.82
Uptime 00:01:11, 24.41,  0.43,  0.25,  0.85, 32.02, 40.78,145.24, 14.64, 25.62,  0.68,-60.72,3311.25; 31.33,  0.19, -0.34,  0.89, 26.93, 54.26, -0.09,-20.75, 11.29,-12.09, 75.61,207.81
Uptime 00:01:11, 24.36, -0.17,  0.06,  1.28,  4.32,-26.27, 62.55,  2.44, -7.47,  1.25,-62.60,3319.13; 31.33,  0.09, -0.47,  1.26, -0.79, 18.46,-38.32,-20.48,  3.68,-12.36, 76.30,202.98
Uptime 00:01:11, 24.41,  0.05,  0.30,  0.99,  7.71,-27.48, 85.13, 17.00,  2.67,  2.52,-64.79,3329.86; 31.42, -0.29, -0.44,  0.99, 39.65, 57.81, 42.20,-22.99,-15.00, -7.67, 82.21,208.30
Uptime 00:01:11, 24.46,  0.22, -0.02,  1.19, -2.75,-40.27, 39.40, -1.17, 10.36,  2.10,-68.76,3334.90; 31.42, -0.19, -0.23,  1.12,-34.09, 56.07,174.63,-11.32, -9.39,-12.02, 87.79,230.65
Uptime 00:01:11, 24.46,  0.32,  0.12,  0.83,  8.06,-10.50, 75.66,  7.91, 20.84,  3.21,-69.10,3344.44; 31.33,  0.18, -0.19,  1.24, 24.03,  4.46, 57.07, -8.82,  8.06, -8.99, 86.42,237.84
Uptime 00:01:11, 24.36,  0.04,  0.02,  1.17, 22.26,-21.95, 55.08,  1.07,  2.05,  5.92,-70.47,3351.38; 31.33, -0.43, -0.28,  1.36,-40.12,-28.03,-118.34,-11.27,-17.36,-13.99, 81.58,222.93
Uptime 00:01:11, 24.46,  0.00,  0.17,  0.96,-30.93,-11.77, 50.64, 10.08,  0.20,  2.12,-70.54,3357.86; 31.33, -0.24, -0.50,  1.06, 23.03, 30.58,  3.10,-24.64,-11.44,-11.31, 84.01,223.32
Uptime 00:01:12, 24.32,  0.39,  0.02,  1.10, -2.36,-35.13,-41.15,  0.74, 19.60,  1.80,-73.86,3352.67; 31.38,  0.04, -0.04,  1.32,-13.16, 24.72,113.86, -1.53,  1.58,-12.74, 85.35,237.67
Uptime 00:01:12, 24.46,  0.38,  0.10,  0.77,-30.20, 24.23, 39.56,  6.58, 26.00, -1.83,-69.91,3357.66; 31.28,  0.27, -0.45,  1.13, 46.98, -2.22,-16.49,-21.04, 12.34, -7.11, 83.12,235.59
Uptime 00:01:12, 24.51,  0.34,  0.05,  1.27, 12.52, -5.89, -4.84,  2.01, 14.75, -0.17,-69.55,3357.03; 31.42, -0.43, -0.63,  1.26,-19.48,-22.92,-188.53,-25.21,-17.14, -9.93, 78.91,211.27
Uptime 00:01:12, 24.46,  0.13,  0.24,  1.19, -6.00,-47.43, 67.46, 11.43,  6.26, -0.68,-74.14,3365.53; 31.47,  0.05, -0.47,  1.36, 11.77, 10.56,-41.42,-19.08,  2.10, -8.66, 78.59,206.05
Uptime 00:01:12, 24.41,  0.41, -0.05,  1.00,-34.38,  3.47,-74.76, -2.85, 22.16, -5.04,-72.66,3355.96; 31.38, -0.04, -0.19,  1.25,-21.17, -2.98,104.70, -8.46, -1.71,-11.31, 76.68,219.46
Uptime 00:01:12, 24.46,  0.60,  0.07,  0.86,-30.18,-20.99, 96.00,  3.83, 34.70, -8.59,-74.50,3368.06; 31.38,  0.23, -0.47,  0.94,-20.68, 32.24,-55.30,-25.71, 12.53,-14.16, 78.88,212.49
Uptime 00:01:12, 24.41,  0.18,  0.06,  1.21,-40.15, 17.10, 11.48,  3.01,  8.36,-13.31,-71.06,3369.51; 31.38,  0.02, -0.01,  1.21, -1.43,-17.21,-161.11, -0.54,  1.14,-14.06, 75.15,192.19
Uptime 00:01:12, 24.51, -0.06,  0.38,  1.05, 14.89, 38.46, 40.14, 19.72, -3.16,-10.68,-64.49,3374.93; 31.38, -0.08, -0.58,  0.88, 55.15, 41.59, 23.62,-33.41, -4.53, -7.15, 79.24,195.38
Uptime 00:01:13, 24.46,  0.31, -0.05,  1.26,-34.00,-80.41,  3.66, -2.31, 13.64,-14.71,-73.40,3375.39; 31.38,  0.00, -0.62,  1.48,-65.74,-13.48, 51.36,-22.61,  0.15,-15.58, 75.99,201.85
Uptime 00:01:13, 24.41,  0.25, -0.01,  0.28, 25.39, 56.57,160.64, -0.85, 41.41,-11.30,-65.78,3395.63; 31.38, -0.07, -0.53,  0.72, 20.98,  4.73,-49.59,-36.06, -4.31,-13.40, 75.14,195.60
Uptime 00:01:13, 24.46, -0.04, -0.02,  1.59, 26.22,-13.16, 60.84, -0.69, -1.36, -7.80,-66.09,3403.42; 31.28, -0.15, -0.72,  1.53,-13.52, 25.02,-63.56,-24.94, -5.10,-15.32, 76.88,187.46
Uptime 00:01:13, 24.41,  0.04, -0.10,  0.72, 14.66,-29.52,-45.67, -7.92,  2.77, -5.99,-68.46,3397.66; 31.33, -0.45,  0.03,  1.19,-17.66, 72.15,162.81,  1.39,-20.88,-17.17, 84.67,207.98
Uptime 00:01:13, 24.36,  0.54,  0.09,  0.87,-18.50,-51.16, 28.95,  4.96, 31.84, -8.06,-74.05,3401.31; 31.38,  0.31, -0.67,  1.31,  8.14,-25.61, 31.07,-26.37, 11.73,-16.35, 79.58,211.89
Uptime 00:01:13, 24.51,  0.22,  0.09,  1.12, 26.93, 27.12, 49.89,  4.34, 11.17, -4.43,-69.39,3407.69; 31.42, -0.40, -0.40,  1.44, -0.93,  4.33,-196.38,-15.08,-14.88,-16.44, 78.83,186.75
Uptime 00:01:13, 24.36, -0.02,  0.24,  1.00,-37.31,  3.38, 55.05, 13.51, -1.01, -8.68,-67.57,3414.63; 31.38, -0.06, -0.56,  1.05, 28.69, 52.24, 11.45,-28.20, -2.94,-13.13, 83.76,188.20
Uptime 00:01:13, 24.51,  0.29,  0.12,  1.19, -4.85,-52.36, 27.66,  5.57, 13.52, -9.01,-73.10,3418.20; 31.47, -0.27, -0.14,  1.52,-15.51,-33.57, 93.91, -5.20, -9.97,-14.92, 78.07,200.22
Uptime 00:01:14, 24.41,  0.47, -0.02,  0.71,-16.58, -7.65,131.22, -1.33, 33.74,-10.89,-73.25,3434.60; 31.33,  0.29, -0.54,  0.56, 17.01, 42.97, -6.20,-40.53, 20.34,-13.33, 81.41,199.44
Uptime 00:01:14, 24.46, -0.04,  0.26,  1.32, 12.66,-23.83, 12.70, 10.91, -1.87, -8.89,-74.69,3436.20; 31.33,  0.40, -0.10,  1.42, -5.52,-22.17,-88.89, -3.71, 15.92,-13.82, 76.73,188.24
Uptime 00:01:14, 24.55, -0.07,  0.33,  0.84, -3.74,-13.02, 70.88, 21.45, -4.67, -8.75,-74.74,3445.28; 31.42,  0.20, -0.34,  0.65,103.87, 23.42, 55.65,-26.43, 15.03, -1.04, 77.83,195.36
Uptime 00:01:14, 24.55,  0.44, -0.02,  1.02,-24.91,-36.59,  9.33, -0.94, 23.21,-11.67,-78.23,3446.45; 31.42,  0.16, -0.55,  1.39,-49.36,-23.51, 77.76,-21.50,  5.91, -7.55, 73.25,205.16
Uptime 00:01:14, 24.51,  0.23,  0.09,  0.54, 17.74, 20.60,139.45,  8.75, 22.67, -9.07,-74.57,3464.02; 31.33, -0.10, -0.37,  0.98, 22.90,  1.60,-16.18,-20.45, -5.69, -4.98, 72.10,203.12
Uptime 00:01:14, 24.55, -0.10, -0.05,  1.20, 12.28, 17.71, 23.65, -2.39, -4.56, -7.40,-70.77,3467.05; 31.42, -0.17, -0.88,  1.44,  9.82,-24.31,-114.49,-31.14, -5.67, -4.27, 67.72,188.46
Uptime 00:01:14, 24.51, -0.06,  0.31,  0.41,  7.80,-25.89, -9.18, 36.13, -6.24, -5.56,-72.43,3465.89; 31.42, -0.50, -0.18,  1.24,-40.78, 64.32, 77.50, -7.49,-21.73, -9.37, 74.74,198.23
Uptime 00:01:14, 24.46,  0.61, -0.13,  1.19,  5.85,-27.05, 13.22, -5.65, 27.12, -4.84,-74.86,3467.56; 31.42,  0.19, -0.63,  1.42, 10.40,  7.54, 81.92,-23.73,  7.01, -8.37, 74.04,208.55
Uptime 00:01:15, 24.51,  0.15,  0.14,  0.60, 28.64, 22.28, 79.53, 13.06, 13.25, -0.86,-70.81,3477.82; 31.33,  0.24, -0.33,  0.96,-29.75, 46.72,-88.05,-18.34, 13.31,-12.33, 78.20,197.19
Uptime 00:01:15, 24.51,  0.04,  0.14,  1.12,  3.70,-23.42, 67.13,  6.93,  1.87, -0.25,-72.32,3486.28; 31.42, -0.12, -0.29,  1.39, -5.51, 54.64, -6.21,-11.64, -4.79,-13.00, 83.47,196.41
Uptime 00:01:15, 24.46,  0.37,  0.02,  1.02,-34.43,-49.55, -3.31,  1.16, 19.72, -4.54,-77.49,3485.85; 31.28,  0.18, -0.08,  1.42,-32.78,-50.22,120.29, -3.26,  7.31,-16.91, 75.36,211.81
Uptime 00:01:15, 24.51,  0.78,  0.11,  0.75,-50.93,-23.59,112.40,  5.65, 45.88,-10.63,-79.77,3500.01; 31.38,  0.49, -0.56,  0.69, 14.13, 22.68,-47.18,-33.26, 29.11,-15.50, 76.07,205.86
Uptime 00:01:15, 24.55, -0.03, -0.05,  1.15, -7.27, 83.51, -5.91, -2.70, -1.45,-11.37,-67.75,3499.26; 31.38,  0.04, -0.36,  1.54,-17.29,-29.56,-139.83,-13.18,  1.58,-17.60, 70.84,188.10
Uptime 00:01:15, 24.41, -0.22,  0.23,  0.20,  5.57,-33.40,-62.92, 37.15,-35.82, -9.70,-69.87,3491.21; 31.38, -0.41, -0.09,  1.11, 44.68, 10.76, 67.54, -4.46,-20.32,-11.74, 71.18,196.75
